id,method,factors,nobs,bias_withC_L2,bias_withC_L6,bias_withC_La,bias_withC_L8,bias_withC_L12,bias_withC_Ti8.b,bias_withC_Ti12.b,bias_withC_C1,bias_withC_Errvar2,bias_withC_Errvar6
27,DWLS,2,200,-13.344243010390874,-5.799518095117659,-9.219041826243002,-13.083374851480507,-1.2298607516413318,-8.78448378958719,17.6374164780861,-32.55754195631033,28.190465932517224,-19.86742681792329
28,DWLS,2,200,-8.890929747056756,23.58782920643717,36.370170220358986,-3.4638992704780076,1.629886344076496,-7.52698620998299,-3.76082876612558,27.717709307785,11.362221289763342,-27.20876605829188
29,DWLS,2,200,-8.755786510926136,-7.777388729003003,26.70291964080099,0.8431542730696212,3.2153974725839993,-6.27067779432138,-5.01535834647337,-40.283002042922995,2.3306868846758375,-19.2900655902261
30,DWLS,2,200,10.623703450817118,17.77459518854034,-25.974799129979502,-0.7822480169323853,8.284914019706843,0,-8.78448378958718,44.13433201862434,-24.053754205254446,-20.210472617580006
31,DWLS,2,200,0.8010408602149993,2.871396093273508,-29.576032263024004,4.737810460583872,1.4967223809930024,-15.096921549677699,-2.50689082587111,-5.65296381555767,0.5380034051844415,-13.982473059435934
32,DWLS,2,200,7.821606057189373,-8.341363175532006,1.6071482881634958,4.949904378595618,-0.4255053520708282,-12.566134685507398,1.2533469508069301,18.079787238407015,-18.486565728944164,-10.710112450110307
33,DWLS,2,200,-21.155402471454256,-9.884134392975326,-44.9414448818055,-1.1575287726253851,5.895883770593673,5.01535834647337,5.01535834647337,6.783388520218001,8.514389385388338,-34.68287017728407
34,DWLS,2,200,5.387899412403363,-24.559138308382995,37.74433881431649,2.9801551388593666,-4.219825600255005,-3.73507079060295e-15,8.78448378958718,0.4770792878706631,-24.423611488353323,-6.45437879900906
35,DWLS,2,200,-6.9965190347685,9.26555824546917,-29.729662780552502,-0.655597300787375,-4.450303899049491,-2.50689082587111,0,44.09189996188434,17.543407680948896,-24.034050218997656
36,DWLS,2,200,5.611413666308615,7.381858311565163,-13.700003545671011,-0.5410075535975112,19.248790190858845,-5.01535834647337,-10.043372051147,-28.298596732116334,-7.911942404625832,-17.03076783944657
37,DWLS,2,200,4.579972148563996,3.980942882671331,-28.304087735021007,-10.044421353840761,-5.9414250239519895,-12.566134685507398,-1.2533469508069301,-30.352781132222667,-19.013286394378053,-18.729006617490306
38,DWLS,2,200,8.757407930473873,-0.5010766149328346,-9.200541187576002,-10.710470956833001,-6.550046638856499,-2.50689082587111,-12.566134685507398,73.19345768514768,-21.52235780705999,-22.542557595465944
39,DWLS,2,200,-0.9357513350603808,-13.067683391700502,53.520871285485995,1.9356171189334885,-15.939877950135667,0,-1.2533469508069301,11.18684142505468,-20.12250173922777,-10.023829490365625
40,DWLS,2,200,3.463696478746989,14.920271871324998,-16.568959210774004,0.5497444957651143,9.68826106971584,-5.01535834647337,-2.50689082587111,-10.084973866154664,5.049751429071677,-24.817187604074686
41,DWLS,2,200,9.6233719996075,14.996797919475336,-20.6629312031415,-3.7410587992735,-3.8364975367818355,-2.50689082587111,1.2533469508069301,-19.426233839006336,3.9097341827991663,-20.03531997759062
42,DWLS,2,200,14.445595283482493,15.893679903633995,-81.98203378730526,0.7923402918824929,10.59795072907118,-17.6374164780861,6.27067779432138,-18.439828495479336,3.221326495294176,-15.746041864017032
43,DWLS,2,200,-5.7446376213553805,1.993610067332341,-62.247195357492345,-3.6014527820406315,-21.404340802477996,5.01535834647337,11.3038540644565,38.82032141715967,-0.7200965435563854,-6.03885403518422
44,DWLS,2,200,-0.852186336623012,-4.868304541326159,-13.527321034160003,3.837454574697488,-0.9186520738050005,-2.50689082587111,8.78448378958718,-13.76674453813733,-37.043460999991105,-20.632132708166882
45,DWLS,2,200,5.808395006346875,-14.156130078110158,31.775089304713482,-4.602064322539013,-15.219832485667162,0,-5.01535834647337,5.004004673296333,-32.43901920005805,-15.78509020328968
46,DWLS,2,200,-18.424951284430126,-0.1713641606649885,-45.3672901966285,-1.9098055474482538,8.866249481523166,5.01535834647336,12.566134685507398,23.69747482126968,-2.8825769947213926,-19.471277378825153
47,DWLS,2,200,-4.821442157415007,10.967153047332332,-22.08393371582,7.711665597758613,-2.0190775226175037,-15.096921549677699,-8.78448378958717,5.028887997625002,8.217819040214733,-11.681580296537037
48,DWLS,2,200,2.242991813245249,-13.573140692945834,15.258060496127989,-6.553167578376263,-13.690772294994824,-6.27067779432138,-2.50689082587111,-4.350885791269003,-25.353904140127227,-18.228483378575163
49,DWLS,2,200,-6.234486307622383,2.213710054655834,-42.5467783720415,-3.115906466754886,-1.3778313392216655,3.76082876612559,0,21.955360481735003,-0.9621358829850029,-22.588717267971877
50,DWLS,2,200,3.237116186163375,-5.962733729976503,-25.916453679516003,0.8361163285956208,-2.3099120194928213,-8.78448378958717,-8.78448378958718,-30.317139735041327,17.91008801979305,-14.537976618797035
51,DWLS,2,200,1.4129858124182493,-0.6214131697051539,45.84473083198248,2.44390630357999,16.797805577305,-2.50689082587111,-12.566134685507398,-35.82981094214867,-4.676397809735555,-25.821617313455935
52,DWLS,2,200,8.242509268750364,19.46448076663084,-34.97965791490551,-1.760973746485886,18.181890329570997,0,10.043372051147,38.597144556341334,-2.6714089738999935,-25.085899171662657
53,DWLS,2,200,5.589477539890489,-1.2080840747483355,24.541153991352495,5.8307730405778715,16.213474580861515,-8.78448378958718,-5.01535834647337,-9.056445739707005,-30.090580286857495,-16.588849797517028
54,DWLS,2,200,2.8050500205227396,-20.308765898584337,56.37584477551899,11.667050894690625,7.903897679161664,-5.01535834647337,-11.3038540644565,44.56043101863701,-14.855635475143334,-23.095955960402815
55,DWLS,2,200,-6.037814389061383,-9.415263780735335,-9.910684291778008,-4.331748397995883,-7.566542728323837,-3.76082876612559,-2.50689082587111,-15.353164483074998,7.875563820538341,-24.681394707799534
56,DWLS,2,200,4.722372748278247,-0.06990318996049258,-75.14432818535624,4.962908967768118,0.0010582414113335936,13.8304207961404,2.50689082587111,-23.815725950714,-3.495487326406107,-13.87254004666532
57,DWLS,2,200,-17.669304622102754,-14.382887486078339,52.828742595631496,3.134995066725738,5.1401215773615085,1.2533469508069301,-15.096921549677699,3.5522424904063286,15.454778636360844,-13.095705286569215
58,DWLS,2,200,1.8661486127438676,-18.421930074928493,0.22467200320649972,1.8414889613252439,-5.0723068609099995,2.50689082587111,13.8304207961404,35.44387849221535,27.20758221626084,-18.82468880320313
59,DWLS,2,200,2.591525470623246,11.083705329298496,24.338612572786495,4.747426700916615,-4.985609935952669,11.3038540644565,1.2533469508069301,-7.504344785422001,-29.88864683650556,-29.38687582068375
60,DWLS,2,200,6.394198227028622,-6.383823218305329,-8.663671986395006,-0.20528463881125392,13.551547763943,7.52698620998299,5.01535834647337,54.33258186573167,14.572492724323622,-17.1543882392214
61,DWLS,2,200,-2.4548761922043862,4.770035900809008,48.229005546914,-0.7208986052168742,23.52463750140767,0,-2.50689082587111,40.00824244294168,3.840738592551672,-17.12384861380126
62,DWLS,2,200,10.58304576011837,6.770769130165166,-83.51563546300305,2.238229862480498,-6.113784058869495,1.2533469508069301,10.043372051147,-13.548389430606322,-15.151512085470825,-31.85263537519547
63,DWLS,2,200,6.926212902296114,-9.179640647202003,34.834915348399996,-2.79592070967663,1.755940398459166,-8.78448378958718,-15.096921549677699,14.70113810046601,-27.96341693405666,5.493279266440467
64,DWLS,2,200,-12.446022579163385,-8.473212477283665,-36.3472328044445,0.9458458356940008,-5.931295469738659,-13.8304207961405,-12.566134685507398,16.351638508277,10.803163671461679,-16.518628932606255
65,DWLS,2,200,0.7886319215868742,-9.569079030389338,6.9659824592024915,-0.914919075812759,3.3377707153871747,-5.01535834647337,0,-5.118470228950993,-20.200619516949995,-0.9598457169726626
66,DWLS,2,200,-0.7046812090648752,-2.6230874421263226,-17.715937263588998,-5.850954127377253,1.0168888570790124,-2.50689082587111,7.52698620998299,-11.135983394028326,-0.27996270452332633,-29.49321878296266
67,DWLS,2,200,8.113160124156124,-1.2498141714473352,11.29001299152349,6.420457907441627,1.7114568822963288,-1.2533469508069301,8.78448378958718,39.27210873169301,-13.197991847755555,-3.995527526382027
68,DWLS,2,200,-13.970278274540254,-4.158676337788991,-17.208871548871503,6.0683784115146135,6.943361035115336,-6.27067779432138,-11.3038540644565,32.15836568721734,-1.4173325446172214,-36.419797502320776
69,DWLS,2,200,-3.9392412495591334,5.83483576435484,51.06363247979701,8.570034246220368,4.156080807779499,10.043372051147,0,5.794148836100669,25.12252477636278,-25.956763389970945
70,DWLS,2,200,-4.704712116573876,15.847856975959346,-3.676840343243004,-6.1851490663963755,-2.914907867612504,-7.52698620998298,-1.2533469508069301,-19.572540599575333,-4.30111520186778,-17.662880509187655
71,DWLS,2,200,4.49826608016625,14.53784488526283,-9.392952422412005,-1.5475513670407532,9.076700512124836,0,3.76082876612559,12.318007276518328,20.623096273928336,-6.085974840702498
72,DWLS,2,200,18.41020444285299,7.347751755399498,-56.6681626493701,-0.44385047684837586,11.715391721161836,6.27067779432136,5.01535834647336,22.238742098609006,-35.827633686620274,-15.338947228508133
73,DWLS,2,200,2.5094992950264876,-6.509935126582156,-32.9813975269385,-2.160626932267387,-3.451708546605666,10.043372051147,1.2533469508069301,0.2776418899739971,15.749505165426674,-29.144434390685785
74,DWLS,2,200,4.56991237770249,-3.545375032817155,17.936973635860497,-2.3092185177906317,-4.233920611626826,-2.50689082587111,-1.2533469508069301,-9.585730052915336,8.244203535150275,-18.61953464970766
75,DWLS,2,200,7.691721364222873,-2.1958993875794883,21.05410256384499,-5.7844266433832585,-12.106813635308004,-2.50689082587111,0,-16.17629638555566,-17.471120374655275,-6.328974599501875
76,DWLS,2,200,-5.912029465924632,-4.992484008208491,-27.069410841412513,5.83956122617775,5.176845006593341,5.01535834647337,5.01535834647337,32.951122271146346,-0.6106808105133286,-10.289785960151573
77,DWLS,2,200,-5.581124611151761,-9.835149491541499,-8.504443971239507,-4.953826997991628,-17.574041625981494,3.76082876612559,11.3038540644565,-16.45606475553067,10.946773583851387,-4.7541631725512605
78,DWLS,2,200,4.751796829970497,-21.18076192076583,2.0889569531189895,-1.332407893746751,11.949814170076678,-1.2533469508069301,15.096921549677699,-15.309261009773664,-10.634827491865275,-15.937138258109371
79,DWLS,2,200,1.9610426635672389,-6.131315657060988,21.578652709702496,2.7924040449012475,-10.252685830717331,-7.52698620998299,-1.2533469508069301,-49.812328487128994,-13.629633631799996,-23.76704376338766
80,DWLS,2,200,-6.771002437594001,-0.3935360711828281,-0.7845163319100124,6.433417346407497,10.615521649196344,11.3038540644565,2.50689082587111,-18.964151438263993,-4.015879699080269,-26.316034131378906
81,DWLS,2,200,-6.650687667360502,-13.739000490111325,14.924430325439497,-3.8067701449195077,-25.139414178134835,3.76082876612559,-8.78448378958718,-31.485441798237336,48.690366905925266,-11.817236628152028
82,DWLS,2,200,0.17669664880223812,-10.117211018795333,-55.81634703362295,-4.130297409234513,-4.763887992605835,2.50689082587111,12.566134685507398,-21.244641803359,-6.609297919735823,-16.344051698308753
83,DWLS,2,200,6.468520062504368,8.27011240753367,-23.589621179506512,-2.2377555808693743,3.8350774888830097,1.2533469508069301,-11.3038540644565,0.532473951145011,14.64157011075861,-24.013591756758597
84,DWLS,2,200,23.64176488218074,-3.2332122281026705,9.499305619907,-0.6112810219175008,-1.8832971962773337,3.76082876612559,-12.566134685507398,2.026827351271669,-13.833261526649435,-16.91073468210343
85,DWLS,2,200,2.251459290346869,-5.125242884080839,17.76583841942049,-1.7451659773642518,12.456344526743509,-1.2533469508069301,-7.52698620998299,-49.04935581216066,-18.35667028480361,-20.079554461847806
86,DWLS,2,200,0.198735139932113,-2.199413968278663,9.400625045510994,0.3086924077729952,10.166110962665009,-6.27067779432138,-5.01535834647337,10.831598484117338,1.063017975490561,-11.416715628567493
87,DWLS,2,200,9.335260649787374,16.76472078547133,1.2935720667304889,-5.490662875363511,-11.189180007572167,8.78448378958715,-2.50689082587109,26.341168125454672,-11.158100387092498,-18.556305875081573
88,DWLS,2,200,-8.06631234319101,-25.279303546387162,24.196668867001488,-6.431132305075124,2.4093759773756718,-8.78448378958717,-10.043372051147,24.81301264666767,-2.6317727146847143,-17.695740880657816
89,DWLS,2,200,-7.043213050630256,-14.860668834511834,-73.56211854796355,-8.334146102720624,-5.687843335724493,8.78448378958718,6.27067779432138,-8.72510779918299,-17.704548772275547,-24.321726007684216
90,DWLS,2,200,-10.54409617667551,4.318771090843665,30.5429630954695,-7.754739232043256,10.861487126133163,7.52698620998298,6.27067779432138,-35.764998240309,-1.9785114812961087,-14.691453780273905
91,DWLS,2,200,2.6322276658401202,-6.203285809371832,59.176117184033984,7.129665308194241,-6.155648648464666,6.27067779432138,7.52698620998299,20.277516831358664,-22.545152720553894,-32.905027312447814
92,DWLS,2,200,11.224674916804872,-16.858565857225162,35.20325680894698,-1.907498472296501,-2.564477879005489,-11.3038540644565,-18.9118426272792,34.39173100242001,-13.747327920924723,-30.14224258986032
93,DWLS,2,200,-1.5495568094495011,19.542505330234846,-35.7474768210585,1.595995696921995,-1.5129374974978314,5.01535834647337,2.50689082587111,-6.166912170396999,-12.475462248586386,-10.226664041025154
94,DWLS,2,200,16.189736093291746,19.089713776593335,-62.80807707809011,3.156408574043243,-3.202588083614992,15.096921549677699,1.2533469508069301,-2.629340144023329,-5.208895719839445,-33.989731557835626
95,DWLS,2,200,-10.12634364088301,-1.5923354347471645,36.008383465454486,2.100248062106125,-10.689304888025497,-7.52698620998298,-12.566134685507398,-31.204338666903663,-5.463470417551668,-2.278041926092496
96,DWLS,2,200,-5.656163965519129,-1.8936973898706633,-47.368526473653006,-6.69039070390863,4.822456662408011,-7.52698620998299,-7.52698620998299,-17.527831170545333,-9.541497418346383,-14.981372143795785
97,DWLS,2,200,0.5774682589538699,-9.555633600796662,-5.5687204222915065,3.0122044679067455,-1.846934173948822,-15.096921549677699,5.01535834647337,7.602429876352346,-6.618676308103049,-16.704476164704218
98,DWLS,2,200,-2.4546938937325127,15.161052078839498,-21.34026809301501,-2.916879255515009,-2.2651519644219893,-2.50689082587109,-8.78448378958718,14.955369934763004,0.6927996847222297,-18.770351106058293
99,DWLS,2,200,0.6203643117943664,-3.9858955817581587,-6.05967571092951,-4.345133924463382,9.962663752405343,7.52698620998299,6.27067779432138,32.92978451949667,-6.982536759650268,-9.5412513577067255
100,DWLS,2,200,-11.28055715793,-13.471844934465166,47.91386920417348,4.78979492959837,3.4874263169406747,-3.76082876612559,1.2533469508069301,19.229338138297674,-14.825446324206105,-14.079375729539217
101,DWLS,2,200,7.920955937211496,2.2595145819531703,27.4827107803845,-0.6874212594948775,-3.328938002632324,-16.3658486233141,-8.78448378958718,15.92037837209733,6.748794169961123,-31.663246289021725
102,DWLS,2,200,10.495677985999375,13.969370062876502,-6.978410606662003,3.807259020569123,4.871935257354836,1.2533469508069301,11.3038540644565,-21.404619473905996,-8.827989863641935,-28.061385499438906
103,DWLS,2,200,0.7076539761821238,-0.4417052162386711,31.71049753827948,9.473221704185741,-23.037968211072663,-8.78448378958717,-2.5068908258711002,24.801857351005673,-18.202400380197226,-28.21162301502672
104,DWLS,2,200,3.7384611084187447,-24.538534479526827,20.948098694988996,-11.427151271681508,7.71864948314118,3.76082876612557,2.50689082587111,32.28307050662368,1.54280561552723,-19.47517942339985
105,DWLS,2,200,-9.438506207643888,-4.512072375397321,2.555434926705999,7.682069417980747,15.32379019583517,20.1893479141851,6.27067779432138,-17.004596506039665,-10.366149471784166,-15.273876217051871
106,DWLS,2,200,4.0292082959072495,-5.095206039364327,-26.423971841288,-2.964754591693375,-7.108328151004003,-3.76082876612559,11.3038540644565,26.389011363197678,-21.972587410375553,-15.887917049417968
107,DWLS,2,200,2.000638392154863,14.263927656875342,42.98749568513849,-2.015980483421262,5.9490064982595054,0,-6.2706777943213705,38.31897540704967,-7.26286643427833,-22.286364330832807
108,DWLS,2,200,-10.323796873565383,0.6906674156860009,17.88729688131399,0.6970307057253683,2.5854473403781704,3.76082876612559,0,-41.467990628652664,10.13165680646861,-25.911936339266404
109,DWLS,2,200,-3.7141960752690024,2.2585942159748336,31.767305885811005,5.939060916832495,8.872666997669661,13.8304207961404,5.01535834647337,-16.606981898668995,-9.480441177734992,-25.09315159705
110,DWLS,2,200,-4.917649942923874,6.851595172732003,-64.74314763512851,4.645297171061865,10.461650045418011,15.096921549677699,20.1893479141851,65.22930347357868,11.963784817454455,-22.14339230810672
111,DWLS,2,200,-0.1606990187446311,16.616246668761345,-50.324931131911455,7.698034366142872,-5.883783418644003,5.01535834647337,0,-15.222649584454334,-0.5846385348655546,-9.493153686519536
112,DWLS,2,200,-7.303528148980138,7.759309316715332,-8.10563537282101,5.055742984586622,-7.787996210518992,-2.50689082587111,5.01535834647337,-4.630929407678989,21.256628216783337,-20.000806188093748
113,DWLS,2,200,-5.841707368314256,19.597250518868165,-63.248995389879404,9.611016595713991,1.970024128053675,-8.78448378958717,-1.2533469508069301,30.974263726714675,-11.845302842611655,-43.00271648954985
114,DWLS,2,200,-0.2302237554822617,15.078279990641505,-13.095126004687,1.8402939973893724,-11.02668730404066,-12.566134685507398,-5.01535834647337,31.55105213471867,0.249038915042228,-16.894708176079693
115,DWLS,2,200,-17.745758444083883,0.30747842992984165,2.2182554034465007,-7.9966683574825,-3.3007123582310025,12.566134685507398,11.3038540644565,-16.418175873863667,4.745849003849719,-25.073329436497815
116,DWLS,2,200,-11.023321575229005,-12.574013466106667,-40.1552461480895,0.6729624213526186,-2.4963795835205027,-7.52698620998298,-13.8304207961404,-30.58574072486,18.900641397441948,6.5532481419843664
117,DWLS,2,200,16.965216300400236,23.417794965850337,-4.491195804891504,-0.02249224713288256,0.7379769843451716,-3.76082876612559,-8.78448378958718,9.549149254602337,-25.659806344624442,-19.57722577939797
118,DWLS,2,200,12.691779876103995,-3.865955944018988,1.3083167381384986,-9.995889159923749,2.602449028269338,-2.5068908258711002,-11.3038540644565,12.596376988757005,1.3072839002180623,-15.931835318377818
119,DWLS,2,200,-2.1716042206698787,-0.46980368058900196,-26.541862191161,0.7509843902732405,4.52026651172451,3.76082876612559,-13.8304207961404,-23.919823675657668,-10.897968027688046,-16.494329359075937
120,DWLS,2,200,-11.880885773976626,-4.5485651032463235,-21.08078372270951,0.5439229130912437,5.532043276557338,7.52698620998299,-21.4701568001745,-13.695022221995332,6.071286238414168,-10.958715355519534
121,DWLS,2,200,9.533190667001618,-7.918595116081488,8.731761009506497,-2.146795351006883,0.6613842108231793,11.3038540644565,-2.50689082587111,-16.797950368768326,-30.917396958991937,-13.602636276345473
122,DWLS,2,200,-14.467572349238262,-16.318485847213665,9.403293505029996,-8.396561431758375,2.2567908392146694,8.78448378958718,8.78448378958718,-10.710075231242993,1.0023542627636088,-15.316235656045157
123,DWLS,2,200,19.929949489444112,19.913125007272843,23.514856103906496,2.050178442317488,-4.175223620705992,-11.3038540644565,-1.2533469508069301,-18.903244082170666,-12.457473293948887,-14.59393086912359
124,DWLS,2,200,10.946992906070124,14.809216036790179,-10.939570243784003,-2.952210437710004,2.039369003646004,18.9118426272792,12.566134685507398,7.846288851004339,7.817948700919731,-11.270948706445463
125,DWLS,2,200,-0.4276520819935098,-9.154970604891659,12.6591594443385,4.420806070355873,0.49233638299067684,6.27067779432138,0,23.680738589766346,19.918649924315833,-12.030063411310621
126,DWLS,2,200,-13.038670935655,-6.759256365916492,-5.349039862237004,5.305216393616363,1.4926047515653371,1.2533469508069301,-1.2533469508069301,-53.07628914611533,4.922131403968892,-16.610287040794216
127,DWLS,2,200,2.3521088776476127,14.618635384406996,-38.375792653576,-3.1003533518031285,0.5453613741263446,1.25334695080694,0,4.512604038705663,-3.5660884565236044,-25.089335378710626
128,DWLS,2,200,-7.288956063199875,6.834954239660333,-29.1749025180785,0.015781370721112964,4.251207963941332,16.3658486233141,6.27067779432138,16.65932959288334,0.21617925484695064,-36.30323757357781
129,DWLS,2,200,10.38931795492337,9.090361896552842,24.639845728520502,4.293654365559119,6.863301881227006,-8.78448378958718,-3.13847678344246e-15,18.613391235347997,-3.6994295770944383,-35.532075844380316
130,DWLS,2,200,-3.0231735520355048,-3.9057541796989987,-4.172067585797509,9.996940639013117,-7.633678714652667,-7.52698620998299,3.76082876612559,52.47398014921667,3.9166004016886102,-24.374175497658438
131,DWLS,2,200,4.097818623217245,16.244604136980165,-26.351133113697507,5.175989037028997,3.5893883054698428,16.3658486233141,11.3038540644565,-25.65832808514233,-17.480342138684172,-30.72795044266938
132,DWLS,2,200,3.2563755791536195,-10.083613458124493,90.52753445884498,3.885705746961246,4.627461715023503,20.1893479141851,6.27067779432138,-5.774598331871328,2.5924471794802773,-14.544326441171401
133,DWLS,2,200,-0.31522937882776103,-18.150331333663996,-10.823210402675503,2.7410517993460006,-15.693421631765997,10.043372051147,-7.52698620998299,5.069320573933,-4.580818582260279,3.0146469503512447
134,DWLS,2,200,13.135528623877125,12.604784033807679,1.2683034987734931,-1.2056445825342488,-1.1882413448574918,-1.2533469508069301,11.3038540644565,-10.22551569204866,7.285306680644729,-10.73151494674204
135,DWLS,2,200,-2.9580746376861313,-2.7564493477861647,-43.898783384505506,-13.60552002066226,-11.958974506839656,11.3038540644565,-13.8304207961404,33.19760779910367,-11.006405987771945,-17.351077551930935
136,DWLS,2,200,17.38514842978449,4.954028997909662,-46.6809167274615,-4.266208704493887,0.8288534782681656,10.043372051147,10.043372051147,11.668295859728007,-20.945833701844435,1.2362673377889002
137,DWLS,2,200,-9.571565381368135,13.122623232020164,-28.647486430572506,3.7273204848548707,-11.515251194438155,-10.043372051147,5.01535834647337,-27.37640439733033,9.687000533631116,-7.167851948347968
138,DWLS,2,200,4.257785972406988,22.98644873859651,-54.09535581069045,1.5433793108196174,-2.2813658728119877,5.01535834647337,-6.27067779432138,-16.830102511597666,-20.66036473689638,-10.399692091549536
139,DWLS,2,200,-10.949038940831505,15.862114338038841,-100.28288757677295,4.301012391789996,-0.8115144527609901,6.27067779432138,10.043372051147,45.67533547577934,13.58644941727833,-20.96206930369547
140,DWLS,2,200,-1.5059127854915033,18.815716013861504,-59.289483506720956,1.0961207352947477,5.456539562249674,-2.50689082587111,-5.01535834647337,-27.34569849472233,-13.738358918216667,-23.888834681344694
141,DWLS,2,200,11.920278555330622,-8.748985871807003,12.956142835614,3.2506745954010015,11.479188731557343,-3.76082876612559,2.50689082587111,64.87070946412601,-2.516236670813888,-20.69776252888235
